HEI name,Type,Region,Funding,URL,Comment
Technische Hochschule Deggendorf,Fachhochschule,Bayern,Land,www.th-deg.de,x
Hochschule für Musik Detmold,Kunsthochschulen,Nordrhein-Westfalen,Land,www.hfm-detmold.de,x
Fachhochschule Dortmund,Fachhochschule,Nordrhein-Westfalen,Land,www.fh-dortmund.de,x
International School of Management,Fachhochschule,Nordrhein-Westfalen,Privat,www.ism.de,x
Technische Universität Dortmund,Universitäten,Nordrhein-Westfalen,Land,www.tu-dortmund.de,x
DIU - Dresden International University GmbH,Universitäten,Sachsen,Privat,www.di-uni.de,x
Evangelische Hochschule Dresden,Fachhochschule,Sachsen,Kirchlich,www.ehs-dresden.de,x
Hochschule für Bildende Künste Dresden,Kunsthochschulen,Sachsen,Land,www.hfbk-dresden.de,x
Hochschule für Kirchenmusik der Evangelisch-Lutherischen Landeskirche Sachsens,Kunsthochschulen,Sachsen,Kirchlich,www.kirchenmusik-dresden.de,x
Hochschule für Musik Carl Maria von Weber Dresden,Kunsthochschulen,Sachsen,Land,www.hfmdd.de,x
Palucca Hochschule für Tanz Dresden,Kunsthochschulen,Sachsen,Land,www.palucca.eu,x
Hochschule für Technik und Wirtschaft Dresden - University of Applied Sciences,Fachhochschule,Sachsen,Land,www.htw-dresden.de,x
Fachhochschule Dresden,Fachhochschule,Sachsen,Privat,www.fh-dresden.eu,x
Technische Universität Dresden,Universitäten,Sachsen,Land,tu-dresden.de,x
Universität Duisburg-Essen,Universitäten,Nordrhein-Westfalen,Land,www.uni-duisburg-essen.de,x
Fliedner Fachhochschule Düsseldorf,Fachhochschule,Nordrhein-Westfalen,Privat,www.fliedner-fachhochschule.de,x
Hochschule Düsseldorf,Fachhochschule,Nordrhein-Westfalen,Land,www.hs-duesseldorf.de,x
Robert-Schumann-Hochschule Düsseldorf,Kunsthochschulen,Nordrhein-Westfalen,Land,www.rsh-duesseldorf.de,x
IST-Hochschule für Management,Fachhochschule,Nordrhein-Westfalen,Privat,www.ist-hochschule.de,x
Kunstakademie Düsseldorf,Kunsthochschulen,Nordrhein-Westfalen,Land,www.kunstakademie-duesseldorf.de,x
Heinrich-Heine-Universität Düsseldorf,Universitäten,Nordrhein-Westfalen,Land,www.hhu.de,x
Hochschule für nachhaltige Entwicklung Eberswalde,Fachhochschule,Brandenburg,Land,www.hnee.de,x
Katholische Universität Eichstätt - Ingolstadt,Universitäten,Bayern,Kirchlich,www.ku.de,x
Nordakademie - Staatlich anerkannte private Fachhochschule mit dualen Studiengängen,Fachhochschule,Schleswig-Holstein,Privat,www.nordakademie.de,x
Theologische Hochschule Elstal,Fachhochschule,Brandenburg,Kirchlich,www.th-elstal.de,x
Hochschule Emden/Leer,Fachhochschule,Niedersachsen,Land,www.hs-emden-leer.de,x
Fachhochschule Erfurt,Fachhochschule,Thüringen,Land,www.fh-erfurt.de,x
HMU Health and Medical University,Hochschulen eigenen Typs,Thüringen,Privat,www.health-and-medical-university.de,x
IU Internationale Hochschule,Fachhochschule,Thüringen,Privat,www.iu.de,x
Universität Erfurt,Universitäten,Thüringen,Land,www.uni-erfurt.de,x
Friedrich-Alexander-Universität Erlangen-Nürnberg,Universitäten,Bayern,Land,www.fau.de,x
FOM Hochschule für Oekonomie & Management - University of Applied Sciences,Fachhochschule,Nordrhein-Westfalen,Privat,www.fom.de,x
Hochschule der bildenden Künste (HBK) Essen,Kunsthochschulen,Nordrhein-Westfalen,Privat,Www.hbk-essen.de,x
Folkwang Universität der Künste,Kunsthochschulen,Nordrhein-Westfalen,Land,www.folkwang-uni.de,x
Hochschule Esslingen,Fachhochschule,Baden-Württemberg,Land,www.hs-esslingen.de,x
Theologisches Hochschule Ewersbach,Fachhochschule,Hessen,Kirchlich,th-ewersbach.de,x
Hochschule Flensburg,Fachhochschule,Schleswig-Holstein,Land,www.hs-flensburg.de,x
Europa-Universität Flensburg,Universitäten,Schleswig-Holstein,Land,www.uni-flensburg.de,x
Frankfurt University of Applied Sciences,Fachhochschule,Hessen,Land,www.frankfurt-university.de,x
Provadis School of International Management and Technology,Fachhochschule,Hessen,Privat,www.provadis-hochschule.de,x
Frankfurt School of Finance & Management,Universitäten,Hessen,Privat,www.frankfurt-school.de,x
Hochschule für Bildende Künste (Städelschule),Kunsthochschulen,Hessen,Land,www.staedelschule.de,x
Hochschule für Musik und Darstellende Kunst Frankfurt am Main,Kunsthochschulen,Hessen,Land,www.hfmdk-frankfurt.de,x
Philosophisch-Theologische Hochschule Sankt Georgen Frankfurt am Main,Universitäten,Hessen,Kirchlich,www.sankt-georgen.de,x
"Johann Wolfgang Goethe-Universität, Frankfurt am Main",Universitäten,Hessen,Land,www.uni-frankfurt.de,x
University of Labour,Fachhochschule,Hessen,Privat,www.university-of-labour.de,x
Europa-Universität Viadrina Frankfurt (Oder),Universitäten,Brandenburg,Land,www.europa-uni.de,x
Technische Universität Bergakademie Freiberg,Universitäten,Sachsen,Land,tu-freiberg.de,x
"Evangelische Hochschule Freiburg, staatlich anerkannte Hochschule der Evangelischen Landeskirche in Baden",Fachhochschule,Baden-Württemberg,Kirchlich,www.eh-freiburg.de,x
Hochschule für Musik Freiburg im Breisgau,Kunsthochschulen,Baden-Württemberg,Land,www.mh-freiburg.de,x
"Katholische Hochschule Freiburg, staatlich anerkannte Hochschule - Catholic University of Applied Sciences",Fachhochschule,Baden-Württemberg,Kirchlich,www.kh-freiburg.de,x
Pädagogische Hochschule Freiburg,Universitäten,Baden-Württemberg,Land,www.ph-freiburg.de,x
Albert-Ludwigs-Universität Freiburg im Breisgau,Universitäten,Baden-Württemberg,Land,www.uni-freiburg.de,x
Theologische Hochschule Friedensau,Universitäten,Sachsen-Anhalt,Kirchlich,www.thh-friedensau.de,x
"Zeppelin Universität - Hochschule zwischen Wirtschaft, Kultur und Politik",Universitäten,Baden-Württemberg,Privat,www.zu.de,x
Hochschule Fulda - University of Applied Sciences,Fachhochschule,Hessen,Land,www.hs-fulda.de,x
Theologische Fakultät Fulda,Universitäten,Hessen,Kirchlich,www.thf-fulda.de,x
SRH Wilhelm Löhe Hochschule,Fachhochschule,Bayern,Privat,www.srh-hochschule-fuerth.de,x
"Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit",Fachhochschule,Baden-Württemberg,Land,www.hs-furtwangen.de,x
Hochschule Geisenheim,Hochschulen eigenen Typs,Hessen,Land,www.hs-geisenheim.de,x
Duale Hochschule Gera-Eisenach,Hochschulen eigenen Typs,Thüringen,Land,www.dhge.de,x
SRH Hochschule für Gesundheit,Fachhochschule,Thüringen,Privat,www.srh-gesundheitshochschule.de,x
Freie Theologische Hochschule Gießen,Fachhochschule,Hessen,Privat,www.fthgiessen.de,x
Justus-Liebig-Universität Gießen,Universitäten,Hessen,Land,www.uni-giessen.de,x
PFH - Private Hochschule Göttingen,Fachhochschule,Niedersachsen,Privat,www.pfh.de,-
Georg-August-Universität Göttingen,Universitäten,Niedersachsen,Land,www.uni-goettingen.de,x
Universität Greifswald,Universitäten,Mecklenburg-Vorpommern,Land,www.uni-greifswald.de,x
Hochschule der Deutschen Bundesbank,Verwaltungsfachhochschulen,Rheinland-Pfalz,Land,www.hochschule-bundesbank.de,x
FernUniversität in Hagen,Universitäten,Nordrhein-Westfalen,Land,www.fernuni-hagen.de,x
Evangelische Hochschule für Kirchenmusik,Kunsthochschulen,Sachsen-Anhalt,Kirchlich,www.ehk-halle.de,x
Burg Giebichenstein Kunsthochschule Halle,Kunsthochschulen,Sachsen-Anhalt,Land,www.burg-halle.de,x
Martin-Luther-Universität Halle-Wittenberg,Universitäten,Sachsen-Anhalt,Land,www.uni-halle.de,x
Norddeutsche Akademie für Finanzen und Steuerrecht,Verwaltungsfachhochschulen,Hamburg,Land,www.hamburg.de,-
Akademie der Polizei Hamburg,Verwaltungsfachhochschulen,Hamburg,Land,akademie-der-polizei.hamburg.de,x
Berufliche Hochschule Hamburg (BHH),Hochschulen eigenen Typs,Hamburg,Land,bhh.hamburg.de,x
"Bucerius Law School, Hochschule für Rechtswissenschaft",Universitäten,Hamburg,Privat,www.law-school.de,x
Europäische Fernhochschule Hamburg,Fachhochschule,Hamburg,Privat,www.euro-fh.de,x
Evangelische Hochschule für Soziale Arbeit & Diakonie,Fachhochschule,Hamburg,Kirchlich,www.ev-hochschule-hh.de,x
"Hamburger Fern-Hochschule, gemeinnützige GmbH",Fachhochschule,Hamburg,Privat,www.hfh-fernstudium.de,x
Brand University of Applied Sciences,Fachhochschule,Hamburg,Privat,www.brand-university.de,x
Hochschule für Angewandte Wissenschaften Hamburg,Fachhochschule,Hamburg,Land,www.haw-hamburg.de,x
HafenCity Universität Hamburg,Universitäten,Hamburg,Land,www.hcu-hamburg.de,x
Hochschule für Bildende Künste Hamburg,Kunsthochschulen,Hamburg,Land,www.hfbk-hamburg.de,x
Hochschule für Musik und Theater Hamburg,Kunsthochschulen,Hamburg,Land,www.hfmt-hamburg.de,x
HSBA Hamburg School of Business Administration,Fachhochschule,Hamburg,Privat,www.hsba.de,x
Kühne Logistics University - Wissenschaftliche Hochschule für Logistik und Unternehmensführung,Universitäten,Hamburg,Privat,www.the-klu.org,x
MSH Medical School Hamburg - University of Applied Sciences and Medical University,Hochschulen eigenen Typs,Hamburg,Privat,www.medicalschool-hamburg.de,x
NBS Northern Business School  University of Applied Sciences,Fachhochschule,Hamburg,Privat,www.nbs.de,x
Technische Universität Hamburg,Universitäten,Hamburg,Land,www.tuhh.de,x
Universität Hamburg,Universitäten,Hamburg,Land,www.uni-hamburg.de,x
Helmut-Schmidt-Universität/Universität der Bundeswehr Hamburg,Universitäten,Hamburg,Land,www.hsu-hh.de,x
Hochschule Hamm-Lippstadt,Fachhochschule,Nordrhein-Westfalen,Land,www.hshl.de,x
Fachhochschule für die Wirtschaft Hannover,Fachhochschule,Niedersachsen,Privat,www.fhdw-hannover.de,x
Hochschule Hannover,Fachhochschule,Niedersachsen,Land,www.hs-hannover.de,x
"Hochschule für Musik, Theater und Medien Hannover",Kunsthochschulen,Niedersachsen,Land,www.hmtm-hannover.de,x
Leibniz-Fachhochschule,Fachhochschule,Niedersachsen,Privat,www.leibniz-fh.de,x
Medizinische Hochschule Hannover (MHH),Universitäten,Niedersachsen,Land,www.mh-hannover.de,x
Stiftung Tierärztliche Hochschule Hannover,Universitäten,Niedersachsen,Land,www.tiho-hannover.de,x
Gottfried Wilhelm Leibniz Universität Hannover,Universitäten,Niedersachsen,Land,www.uni-hannover.de,x
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",Fachhochschule,Sachsen-Anhalt,Land,www.hs-harz.de,x
SRH Hochschule Heidelberg - Staatlich anerkannte Fachhochschule,Fachhochschule,Baden-Württemberg,Privat,www.hochschule-heidelberg.de,x
Hochschule für Jüdische Studien Heidelberg,Universitäten,Baden-Württemberg,Privat,www.hfjs.eu,x
Hochschule für Kirchenmusik der Evangelischen Landeskirche in Baden,Kunsthochschulen,Baden-Württemberg,Kirchlich,www.hfk-heidelberg.de,-
Hochschule Fresenius Heidelberg  staatlich anerkannte Hochschule der Hochschule Fresenius für Internationales Management GmbH,Fachhochschule,Baden-Württemberg,Privat,www.hs-fresenius.de,x
Pädagogische Hochschule Heidelberg,Universitäten,Baden-Württemberg,Land,www.ph-heidelberg.de,x
Ruprecht-Karls-Universität Heidelberg,Universitäten,Baden-Württemberg,Land,www.uni-heidelberg.de,x
"Hochschule Heilbronn, Technik, Wirtschaft, Informatik",Fachhochschule,Baden-Württemberg,Land,www.hs-heilbronn.de,x
Hochschule für Kirchenmusik der Evangelischen Kirche von Westfalen,Kunsthochschulen,Nordrhein-Westfalen,Kirchlich,www.hochschule-kirchenmusik.de,x
Fachhochschule für Interkulturelle Theologie Hermannsburg,Fachhochschule,Niedersachsen,Privat,www.fh-hermannsburg.de,x
Hessische Hochschule für Finanzen und Rechtspflege Rotenburg a.d. Fulda,Verwaltungsfachhochschulen,Hessen,Land,studienzentrum-rotenburg.hessen.de,x
Hessische Hochschule für öffentliches Management und Sicherheit,Verwaltungsfachhochschulen,Hessen,Land,hoems.hessen.de,x
Universität Hildesheim,Universitäten,Niedersachsen,Land,www.uni-hildesheim.de,x
HAWK Hochschule für angewandte Wissenschaft und Kunst Hildesheim/Holzminden/Göttingen,Fachhochschule,Niedersachsen,Land,www.hawk.de,x
Hochschule für Angewandte Wissenschaften Hof,Fachhochschule,Bayern,Land,www.hof-university.de,x
Universität Hohenheim,Universitäten,Baden-Württemberg,Land,www.uni-hohenheim.de,x
Hochschule Fresenius,Fachhochschule,Hessen,Privat,www.hs-fresenius.de,dupe
Technische Universität Ilmenau,Universitäten,Thüringen,Land,www.tu-ilmenau.de,x
Technische Hochschule Ingolstadt,Fachhochschule,Bayern,Land,www.thi.de,x
Hochschule für angewandtes Management,Fachhochschule,Bayern,Privat,www.fham.de,x
Ernst-Abbe-Hochschule Jena - University of Applied Sciences,Fachhochschule,Thüringen,Land,www.eah-jena.de,x
Friedrich-Schiller-Universität Jena,Universitäten,Thüringen,Land,www.uni-jena.de,x
Hochschule Kaiserslautern (University of Applied Sciences),Fachhochschule,Rheinland-Pfalz,Land,www.hs-kl.de,x
Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,Universitäten,Rheinland-Pfalz,Land,www.rptu.de,x
Staatliche Akademie der Bildenden Künste Karlsruhe,Kunsthochschulen,Baden-Württemberg,Land,www.kunstakademie-karlsruhe.de,x
Hochschule Karlsruhe - Technik und Wirtschaft,Fachhochschule,Baden-Württemberg,Land,www.h-ka.de,x
Staatliche Hochschule für Gestaltung Karlsruhe,Kunsthochschulen,Baden-Württemberg,Land,www.hfg-karlsruhe.de,x
Hochschule für Musik Karlsruhe,Kunsthochschulen,Baden-Württemberg,Land,www.hfm-karlsruhe.de,x
Karlshochschule International University - staatlich anerkannte Hochschule der Karlshochschule gemeinnützige GmbH Karlsruhe,Fachhochschule,Baden-Württemberg,Privat,www.karlshochschule.de,x
Pädagogische Hochschule Karlsruhe,Universitäten,Baden-Württemberg,Land,www.ph-karlsruhe.de,x
Karlsruher Institut für Technologie,Universitäten,Baden-Württemberg,Land,www.kit.edu,x
CVJM-Hochschule Kassel,Fachhochschule,Hessen,Privat,www.cvjm-hochschule.de,x
Universität Kassel,Universitäten,Hessen,Land,www.uni-kassel.de,x
Hochschule für angewandte Wissenschaften Kempten,Fachhochschule,Bayern,Land,www.hs-kempten.de,x
Fachhochschule Kiel,Fachhochschule,Schleswig-Holstein,Land,www.fh-kiel.de,x
Muthesius Kunsthochschule,Kunsthochschulen,Schleswig-Holstein,Land,www.muthesius-kunsthochschule.de,x
Christian-Albrechts-Universität zu Kiel,Universitäten,Schleswig-Holstein,Land,www.uni-kiel.de,x
Cusanus Hochschule für Gesellschaftsgestaltung,Hochschulen eigenen Typs,Rheinland-Pfalz,Privat,www.cusanus-hochschule.de,x
Hochschule Koblenz,Fachhochschule,Rheinland-Pfalz,Land,www.hs-koblenz.de,x
Universität Koblenz,Universitäten,Rheinland-Pfalz,Land,www.uni-koblenz.de,x
CBS International Business School - University of Applied Sciences,Fachhochschule,Nordrhein-Westfalen,Privat,cbs.de,x
Deutsche Sporthochschule Köln,Universitäten,Nordrhein-Westfalen,Land,www.dshs-koeln.de,x
Hochschule für Musik und Tanz Köln,Kunsthochschulen,Nordrhein-Westfalen,Land,www.hfmt-koeln.de,x
Kölner Hochschule für Katholische Theologie (KHKT),Universitäten,Nordrhein-Westfalen,Kirchlich,www.khkt.de,x
Kolping Hochschule,Fachhochschule,Nordrhein-Westfalen,Privat,www.kolping-hochschule.de,x
Kunsthochschule für Medien Köln,Kunsthochschulen,Nordrhein-Westfalen,Land,www.khm.de,x
Rheinische Fachhochschule Köln,Fachhochschule,Nordrhein-Westfalen,Privat,www.rfh-koeln.de,x
Technische Hochschule Köln,Fachhochschule,Nordrhein-Westfalen,Land,www.th-koeln.de,x
Universität zu Köln,Universitäten,Nordrhein-Westfalen,Land,www.uni-koeln.de,x
"Allensbach Hochschule Konstanz,  staatlich anerkannte Hochschule der European Education Group GmbH",Fachhochschule,Baden-Württemberg,Privat,www.allensbach-hochschule.de,x
"Hochschule Konstanz Technik, Wirtschaft und Gestaltung",Fachhochschule,Baden-Württemberg,Land,www.htwg-konstanz.de,x
Universität Konstanz,Universitäten,Baden-Württemberg,Land,www.uni-konstanz.de,x
Hochschule Landshut - Hochschule für angewandte Wissenschaften,Fachhochschule,Bayern,Land,www.haw-landshut.de,x
Hochschule für Grafik und Buchkunst Leipzig,Kunsthochschulen,Sachsen,Land,www.hgb-leipzig.de,x
HHL Leipzig Graduate School of Management,Universitäten,Sachsen,Privat,www.hhl.de,x
Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig,Kunsthochschulen,Sachsen,Land,www.hmt-leipzig.de,x
"Hochschule für Technik, Wirtschaft und Kultur Leipzig",Fachhochschule,Sachsen,Land,www.htwk-leipzig.de,x
Universität Leipzig,Universitäten,Sachsen,Land,www.uni-leipzig.de,x
Musikhochschule Lübeck,Kunsthochschulen,Schleswig-Holstein,Land,www.mh-luebeck.de,x
Technische Hochschule Lübeck,Fachhochschule,Schleswig-Holstein,Land,www.th-luebeck.de,x
Universität zu Lübeck,Universitäten,Schleswig-Holstein,Land,www.uni-luebeck.de,x
Evangelische Hochschule Ludwigsburg - staatlich anerkannte Hochschule für Angewandte Wissenschaften der Evangelischen Landeskirche in Württemberg,Fachhochschule,Baden-Württemberg,Kirchlich,www.eh-ludwigsburg.de,x
Pädagogische Hochschule Ludwigsburg,Universitäten,Baden-Württemberg,Land,www.ph-ludwigsburg.de,x
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen ,Fachhochschule,Rheinland-Pfalz,Land,www.hwg-lu.de,x
Leuphana Universität Lüneburg,Universitäten,Niedersachsen,Land,www.leuphana.de,x
Hochschule Magdeburg-Stendal,Fachhochschule,Sachsen-Anhalt,Land,www.h2.de,x
Otto-von-Guericke-Universität Magdeburg,Universitäten,Sachsen-Anhalt,Land,www.ovgu.de,x
Hochschule Mainz,Fachhochschule,Rheinland-Pfalz,Land,www.hs-mainz.de,x
Katholische Hochschule Mainz Catholic University of Applied Sciences,Fachhochschule,Rheinland-Pfalz,Kirchlich,www.kh-mz.de,x
Johannes Gutenberg-Universität Mainz,Universitäten,Rheinland-Pfalz,Land,www.uni-mainz.de,x
Hochschule Mannheim,Fachhochschule,Baden-Württemberg,Land,www.hs-mannheim.de,x
Hochschule der Bundesagentur für Arbeit - Staatlich anerkannte Hochschule für angewandte Wissenschaft in Mannheim und Schwerin (University of Applied Labour Studies of the Federal Employment Agency),Verwaltungsfachhochschulen,Baden-Württemberg,Land,www.hdba.de,x
Hochschule der Wirtschaft für Management,Fachhochschule,Baden-Württemberg,Privat,www.hdwm.de,x
Staatliche Hochschule für Musik und Darstellende Kunst Mannheim,Kunsthochschulen,Baden-Württemberg,Land,www.muho-mannheim.de,x
Universität Mannheim,Universitäten,Baden-Württemberg,Land,www.uni-mannheim.de,x
Evangelische Hochschule Tabor,Fachhochschule,Hessen,Privat,www.eh-tabor.de,x
Archivschule Marburg - Hochschule für Archivwissenschaft,Verwaltungsfachhochschulen,Hessen,Land,www.archivschule.de,x
Philipps-Universität Marburg,Universitäten,Hessen,Land,www.uni-marburg.de,x
"Fachhochschule für öffentliche Verwaltung, Polizei und Rechtspflege des Landes Mecklenburg-Vorpommern",Verwaltungsfachhochschulen,Mecklenburg-Vorpommern,Land,www.fh-guestrow.de,x
Hochschule Merseburg,Fachhochschule,Sachsen-Anhalt,Land,www.hs-merseburg.de,x
Technische Hochschule Mittelhessen - THM,Fachhochschule,Hessen,Land,www.thm.de,x
"Hochschule Mittweida, University of Applied Sciences",Fachhochschule,Sachsen,Land,www.hs-mittweida.de,x
Akademie der Bildenden Künste München,Kunsthochschulen,Bayern,Land,www.adbk.de,x
Hochschule für angewandte Wissenschaften München,Fachhochschule,Bayern,Land,www.hm.edu,x
